screen_name,u_fol,u_fav,u_lis,u_sta,u_fri,ver,hash_freq,avg_ret,avg_fav,source,sentiment,partition
Abhayraj0207,0,1,0,0,1,False,2,3,4,Twitter for Android,7,N2
suryanraju,1,3,1,1,3,False,8,2,4,Mobile Web (M5),3,N1
CMPFOIndia,2,0,3,2,0,True,9,2,0,Twitter for Android,5,N3
Siddu_MJ,0,0,0,0,2,False,1,1,5,Twitter for iPhone,7,N2
SiddiquiTayiab,0,1,0,0,1,False,1,3,0,Twitter for Android,5,N2
td_das,1,2,1,0,3,False,3,4,3,Twitter for Windows Phone,5,N1
LeahHardingAJE,3,2,3,2,3,True,2,1,5,Twitter Web Client,6,N4
sachinsuthar19,2,4,2,3,1,False,9,3,5,sachinsuthar19,4,N3
jnv_rider,1,3,1,1,4,False,8,2,4,Mobile Web (M5),4,N1
teluguactress,3,3,3,3,3,False,8,2,0,GrabInbox,6,N4
mid_day,4,1,4,4,0,True,4,0,6,Hootsuite,4,N0
KotakBankLtd,4,2,4,4,4,True,0,0,3,OneDirect Suite,6,N0
kuljeetschahal,4,3,2,1,2,True,5,4,6,Twitter for iPhone,5,N0
JessieBottcher,2,0,3,4,0,False,0,0,0,IFTTT,3,N2
sudarsansand,4,4,4,2,2,True,2,2,6,Twitter for iPhone,7,N0
ScramCard,1,1,4,0,2,False,6,1,6,HubSpot,5,N2
Hari_Natham,4,2,0,3,3,False,5,1,4,Put your button on any page! ,5,N0
BJP4JnK,4,1,3,3,1,True,7,4,5,TweetDeck,5,N0
PradhanShashank,3,4,2,3,4,False,6,1,5,Twitter for Android,4,N4
adityakrdam,3,2,1,1,4,False,4,2,3,Twitter for iPhone,4,N4
SurinderInshan,2,3,2,4,0,False,9,0,0,Twitter for Android,8,N3
rsprasad,4,3,4,2,3,True,9,3,6,Hootsuite,6,N0
PeninsulaQatar,4,1,4,4,1,True,2,0,4,Twitter Web Client,3,N0
Shanktan,4,2,3,3,3,True,3,3,6,Statusbrew,7,N0
FreedomWorldMag,4,0,0,0,4,False,0,0,3,Twitter Web Client,4,N2
SadhguruJV,4,0,4,2,0,True,4,4,6,Hootsuite,6,N0
prove_social,3,4,4,4,2,False,7,1,0,Prove Social,5,N4
Arcadier_,2,1,4,1,3,False,5,0,6,Buffer,5,N0
ITMassLiteracy,4,2,3,1,3,True,9,2,5,Google,5,N0
haroonsheikh786,3,4,4,4,1,False,8,1,4,Twitter for Android,6,N4
pallarajasekhar,4,0,3,3,4,False,6,4,3,Twitter Web Client,4,N0
Mrs_Modi,4,3,2,3,4,False,5,2,5,Twitter for iPhone,6,N0
MSGFansClub,4,3,1,3,0,False,9,4,6,Twitter for BlackBerry,7,N0
UIDAI,4,1,3,2,0,True,0,0,0,Germin8 App,5,N0
manojsinhabjp,4,2,4,2,1,True,3,3,6,Twitter for Android,4,N0
DyingConsciousn,3,4,4,4,3,False,1,3,3,Twitter for Android,4,N4
PRupala,4,2,3,1,2,True,4,1,6,Twitter for iPhone,6,N0
harimakwan,3,4,4,4,4,False,1,1,0,UnFollowSpy,5,N0
BjpForBihar,4,0,0,1,3,False,0,0,6,Trendveer,3,N2
NunezPipi,2,2,4,4,3,False,4,0,3,IFTTT,5,N0
mygovindia,4,1,4,2,1,True,8,3,6,TweetDeck,6,N0
ZeeMohamed_,4,4,3,3,3,True,7,4,5,Twitter Web Client,5,N0
cancimmuno,4,3,2,3,4,False,4,2,5,Twitter Web Client,4,N0
IamRohitVadgama,4,2,1,1,0,False,3,1,6,Mobile Web (M2),7,N0
Shanayak26,4,4,2,3,2,False,2,2,4,Twitter for iPhone,5,N0
akshaykumar,4,1,4,2,0,True,5,4,6,Twitter for iPhone,7,N0
MihirkJha,3,3,4,4,3,False,9,3,5,Twitter for Android,4,N4
SBICard_Connect,4,2,4,4,4,True,0,0,0,Oracle Engage,6,N0
Pandey70Pandey,3,4,4,4,4,False,6,1,0,Twitter for Windows Phone,5,N0
sabrangindia,4,0,3,2,2,False,0,1,6,Twitter Web Client,3,N0
IndianCorpNews,3,2,4,4,4,False,7,0,3,IFTTT,5,N0
rajumahalingam,4,1,2,0,1,False,3,3,6,Twitter for iPhone,6,N2
KishoreKar,4,4,3,3,4,True,9,4,5,Twitter for Android,4,N0
TheCitizen_in,4,3,4,3,1,True,7,0,5,Twitter Web Client,4,N0
free_thinker,4,1,3,2,3,False,1,1,6,TweetDeck,2,N0
PratyushKanth,4,2,1,1,1,True,4,4,6,Twitter for iPhone,5,N0
BJP4Andhra,4,2,2,2,2,True,8,2,6,Twitter for Android,5,N0
HonestWordsOnly,3,4,4,4,3,False,5,2,4,Twitter for Android,4,N4
Droid,4,0,4,4,0,False,8,0,3,dlvr.it,6,N0
kmgupta_india,3,3,4,4,4,False,4,1,0,Mobile Web (M2),5,N0
rameshsrivats,4,0,4,3,2,True,6,3,6,Twitter Web Client,6,N0
smilingbird7,4,2,3,1,4,False,5,0,4,Twitter Web Client,7,N0
imtanujparashar,3,1,4,4,4,False,3,4,0,Mobile Web (M5),5,N4
neetuarora94,4,4,2,4,0,False,9,3,0,Twitter for iPhone,6,N0
KarnikaKohli,4,3,3,3,4,True,1,1,6,TweetDeck,4,N0
karur_regan,4,3,1,2,3,False,2,1,5,Facebook,5,N0
SanjayBragta,4,1,3,2,2,True,7,1,6,Twitter for iPhone,4,N0
arunpudur,4,2,4,2,1,True,7,4,6,Twitter for Android,5,N0
DataStream_Cond,3,4,4,4,3,False,3,2,4,Twitter Web Client,4,N4
rssorg_,4,0,1,1,3,False,0,0,6,TweetRandom Series,4,N0
9U9Gcg69l7kuu4k,3,4,4,4,1,False,8,3,3,Twitter for Android,4,N4
MagicbricksNow,4,0,4,3,1,True,4,0,5,Twitter Web Client,5,N0
SaffronWatch,4,3,3,3,4,False,0,0,4,Twitter for Android,3,N0
rjvlala,2,2,4,4,4,False,6,2,0,Twitter for iPhone,5,N0
Mamtainsan02,4,4,2,4,0,False,9,4,0,Twitter for iPhone,6,N0
HPSustainable,4,2,4,1,2,True,4,1,6,Sprinklr,6,N0
aryaraghvendr,4,3,1,3,4,False,9,0,5,Facebook,5,N0
NITIAayog,4,1,4,2,2,True,5,1,6,Twitter for iPhone,6,N0
ITwingDSS,4,2,3,2,0,False,8,4,6,Twitter for Android,7,N0
absrkr,3,4,4,4,3,False,7,2,3,Twitter Web Client,4,N4
LabourMinistry,4,0,3,1,1,True,3,1,6,Twitter Web Client,5,N0
Chandra_bhs,3,4,4,4,3,False,4,3,3,Twitter for Android,4,N4
Vijaykarnataka,4,0,3,3,1,False,1,0,5,cmssocialservice,5,N0
GarimaRathi_,4,1,2,2,4,False,4,0,4,Twitter for Android,7,N0
Mohaniya88,3,2,4,4,3,False,8,1,0,Mobile Web (M5),4,N4
shaileshraanjan,4,3,2,3,4,False,3,2,0,Twitter for iPhone,6,N0
SirPareshRawal,4,1,4,1,2,True,2,3,6,Twitter for iPhone,6,N0
RanaAyyub,4,3,4,3,1,True,0,4,6,TweetDeck,5,N0
vinodkbjp,4,1,1,1,4,False,7,1,5,Twitter Web Client,6,N0
mansukhmandviya,4,2,3,2,2,True,8,4,6,Twitter for iPhone,5,N0
Nationalistweet,3,4,4,4,3,False,0,0,3,Twitter Web Client,4,N4
TheBhojpuri,4,0,3,4,0,False,5,0,4,Hootsuite,5,N0
mitulmakadia,3,2,4,2,3,False,7,3,6,Statusbrew,6,N4
Kunthavi5,2,4,4,4,1,False,6,1,5,Twitter for iPhone,5,N0
nazrulklgassam,4,3,3,3,4,False,4,0,3,Google,4,N0
Pooja15insan,4,4,2,4,3,False,8,4,5,Twitter for Android,7,N0
Mainereport,4,0,2,3,4,False,0,0,0,dlvr.it,4,N0
arunjaitley,4,0,4,1,2,True,1,3,6,Twitter for iPhone,6,N0
nytimesworld,4,3,4,4,3,True,3,1,6,SocialFlow,3,N0
Dattatreya,4,1,3,1,1,True,5,1,6,Twitter Web Client,5,N0
PrakashJavdekar,4,2,4,2,2,True,7,2,6,Twitter for iPhone,7,N0
lethalw2010,3,3,4,4,4,False,9,4,0,Twitter Web Client,4,N4
