screen_name,u_fol,u_fav,u_lis,u_sta,u_fri,ver,hash_freq,avg_ret,avg_fav,source,sentiment,partition
vachchhani,2,4,2,3,2,False,9,1,6,TweetDeck,4,N10
CarlTyons,3,0,4,2,3,False,7,0,4,MyCarlApp,5,N7
DrBhanshali,2,3,2,2,2,False,9,2,6,TweetDeck,4,N10
ap_kmission,3,1,3,0,0,False,2,1,6,Twitter Web Client,6,N7
vsvadivelfca,3,2,2,2,0,False,0,0,6,Twitter Web Client,7,N7
InElectionNews,2,0,4,3,0,False,6,0,4,IFTTT,5,N1
pinakinariwala,2,1,4,2,1,False,7,0,6,Statusbrew,6,N10
shuklakovid,0,3,2,2,1,False,6,3,3,Twitter Web Client,3,N10
Chandra46,2,3,2,2,2,False,1,2,4,Twitter for iPad,5,N10
santanusen05,1,2,0,1,3,False,2,4,5,Twitter for Android,4,N0
mrityunjay242,1,0,1,0,4,False,8,4,0,Twitter for Android,6,N1
Gagandeeps939Gs,1,4,1,1,2,False,1,4,3,Twitter for iPhone,5,N0
HaridasGuldaga1,0,0,0,0,0,False,5,3,0,Mobile Web (M5),6,N1
prasanna_chem,0,1,1,0,2,False,2,1,3,fllwrs,4,N1
IYogeshRana,1,2,3,1,1,False,5,0,6,Twitter Web Client,7,N0
cardlessnews,2,1,4,4,2,False,0,0,0,IFTTT,5,N5
monikainsan395,3,3,1,3,0,False,9,4,6,Twitter for Android,7,N7
RajkBhandari13,0,1,2,2,1,False,8,3,0,Twitter Web Client,3,N2
magical_munda,4,2,1,2,3,False,6,0,4,Twitter Web Client,7,N5
baijukb,1,0,2,1,2,False,3,2,4,Hootsuite,4,N0
princerai62,2,2,0,1,4,False,3,4,5,Twitter for Android,6,N1
kaushalsingla2k,1,3,0,1,2,False,7,3,5,Twitter for iPhone,5,N1
sif81,2,0,1,0,3,False,4,3,3,Twitter for Android,5,N1
MrsGundhi,0,3,2,2,0,False,2,3,0,TweetDeck,4,N9
PrajaktaGaikw15,1,2,1,0,1,False,5,2,3,Twitter Web Client,6,N1
visumurugan,2,2,4,1,2,False,4,1,0,VoiceStorm,6,N10
balwant_singh77,4,3,1,3,1,False,9,4,5,Twitter for Android,7,N0
Thereturnedlord,4,1,2,2,2,False,0,0,0,UnFollowSpy,5,N5
Chinnu538,3,0,1,2,0,False,6,2,6,Twitter Web Client,6,N7
suryanraju,1,3,1,1,3,False,8,2,4,Mobile Web (M5),3,N0
manojku02764733,2,2,0,3,4,False,8,4,0,Twitter for Android,7,N1
India_Fightback,0,1,0,1,2,False,2,3,4,Twitter for iPhone,4,N1
guptaak1960,1,1,2,2,1,False,0,0,3,Twitter for Windows Phone,5,N0
RAMESHWARLALMA1,0,0,1,1,0,False,1,1,5,Twitter for Android,8,N1
hrsriyan,0,1,2,0,2,False,7,4,3,Twitter Web Client,4,N1
amol_kulk,2,2,4,1,2,False,5,1,6,Twitter for Android,6,N10
MadanBatra2,2,3,1,3,1,False,9,4,5,Twitter for Android,7,N0
aanch29,1,2,2,2,3,False,1,4,0,Twitter for iPad,3,N9
SushilJ1960,1,4,1,2,0,False,3,1,4,Mobile Web (M5),5,N0
suresh_batha,1,2,3,1,1,False,6,2,0,Twitter for iPhone,6,N0
Gurwinder77777,2,3,0,3,0,False,8,4,0,Twitter Web Client,7,N1
talk2ahmad9295,0,1,0,2,2,False,2,2,0,Twitter for iPhone,4,N1
itsneelkamal,2,1,1,1,4,False,3,0,4,Facebook,5,N0
ankushkchauhan,0,0,1,1,1,False,0,0,3,dlvr.it,4,N1
vikesh30,2,3,2,3,2,False,8,3,3,Twitter Web Client,4,N10
TNBJPITCELL,3,2,1,0,0,False,3,3,6,Twitter for Android,5,N7
sobuluv,4,0,2,1,4,False,6,1,0,Twitter for Android,7,N5
GirishSavant1,2,2,2,2,2,False,7,4,6,Mobile Web (M2),3,N10
negishalaka,1,3,1,2,2,False,9,1,5,TweetDeck,4,N0
Rohitjamwal1,1,1,3,1,1,False,4,3,5,Twitter for Android,6,N0
DassCharn,2,3,0,3,1,False,8,4,0,Twitter Web Client,7,N1
1GABRU,1,1,1,0,3,False,2,0,3,Twitter for iPhone,6,N1
parsanttanwar,0,0,1,1,0,False,4,2,0,Twitter for Windows,5,N1
Senthil92511721,0,2,1,1,1,False,1,0,4,Mobile Web (M5),5,N0
snehithjalagam,2,1,1,2,2,False,0,0,3,Facebook,4,N10
ahsiA_Aisha,2,2,0,2,4,False,6,4,4,Twitter for Android,6,N1
goravsharma7777,3,3,1,3,0,False,8,4,0,Twitter for Android,7,N7
techie_wheels,2,0,4,1,2,False,3,0,6,Twitter Web Client,4,N10
maninhart,1,2,2,2,1,False,2,3,3,Twitter for Windows Phone,5,N10
UjjainAbhay,1,3,0,1,1,False,0,1,5,Twitter for iPhone,4,N1
InsanJiya,4,3,1,2,3,False,7,4,4,Twitter for Android,7,N5
sharmasioc,1,1,1,0,0,False,2,1,6,Twitter for iPhone,6,N1
MeradeshEek,0,0,1,1,0,False,9,2,0,TweetDeck,5,N1
thangarajscea,0,1,0,1,1,False,4,0,3,Twitter for Android,2,N1
CHASE_METALS,4,1,1,0,2,False,1,1,4,Twitter Web Client,4,N5
WhatPardeepSays,2,2,1,1,3,False,5,3,5,Twitter for Windows,6,N0
Neha77771,2,3,1,3,0,False,8,4,0,Twitter for Android,7,N0
EBDataDk,1,0,1,4,2,False,0,0,0,EBData,4,N0
Shikhadudeja1,2,2,0,3,2,False,9,4,3,Twitter for Android,6,N1
ratnesh_4,1,2,2,1,1,False,4,3,3,Twitter for iPhone,6,N0
tahmidoha,1,3,2,2,3,False,3,4,0,Twitter for Android,7,N9
eWalletIndia,1,1,1,0,1,False,6,1,6,Twitter for iPhone,5,N1
jholkejri1,0,0,1,1,0,False,9,0,4,TweetDeck,5,N1
Its_me_pervaiz,1,4,0,1,1,False,8,2,3,Twitter for Android,4,N1
apkrishn,2,1,1,1,3,False,4,1,6,Twitter Web Client,3,N0
BeingWorldian,2,1,1,0,2,False,5,0,4,Mobile Web (M2),6,N1
sharmamaanoj,0,0,1,1,0,False,3,3,5,Twitter Web Client,5,N1
dharmpaljodha77,2,3,0,2,1,False,8,4,0,Twitter for Android,7,N1
bilkulsedhibaat,1,0,1,3,0,False,0,0,0,dlvr.it,4,N1
EraviGopan,1,2,3,1,2,False,0,4,3,Twitter for iPhone,6,N0
ATamariya,0,1,2,2,1,False,1,4,3,Twitter for Android,4,N10
AnujTodi,1,2,1,0,2,False,4,1,6,Twitter for iPhone,5,N0
Jagmeet1900,0,3,0,1,1,False,9,4,4,Twitter for Android,7,N1
VikasKaSipahi,1,1,2,3,1,False,2,3,3,Twitter for Android,4,N0
deekshasingh89,2,2,1,1,3,False,3,1,4,Twitter Web Client,7,N0
voyagergalactic,2,1,1,0,2,False,5,2,6,Twitter for Android,5,N1
charanj60362600,0,0,1,1,0,False,6,0,4,Raid for Android,6,N1
amitc17,1,3,1,2,0,False,7,0,5,Twitter Web Client,6,N0
aditya_astro,2,0,1,1,4,False,0,1,0,Mobile Web (M2),4,N0
saileshpandey,1,3,0,2,2,False,8,4,0,Twitter for iPhone,5,N1
sandymaan51,1,2,2,3,0,False,9,4,3,Twitter for Android,6,N0
_F9_F10,1,2,0,1,2,False,4,3,0,Twitter for Windows,5,N1
