screen_name,u_fol,u_fav,u_lis,u_sta,u_fri,ver,hash_freq,avg_ret,avg_fav,source,sentiment,partition
prudentious,0,0,0,0,0,False,7,1,3,Mobile Web (M2),6,N5
OmVinayakgas1,1,1,0,0,1,False,3,1,6,Twitter for iPhone,7,N4
dasunsrule32,1,1,0,0,0,False,1,4,4,Plume for Android,6,N5
rrachanta,0,1,0,0,0,False,1,3,3,Mobile Web (M5),6,N5
bhargavkumar599,0,0,0,0,0,False,0,0,6,Mobile Web (M5),7,N5
sanjana055,0,0,0,1,1,False,6,4,0,TweetDeck,6,N5
MoinHeera,0,1,1,2,1,False,1,4,0,Twitter for Windows,3,N8
sunayanadesign,1,0,0,0,0,False,1,2,3,Twitter for iPhone,6,N5
nareshkumargou7,0,1,1,1,0,False,7,1,5,Mobile Web (M2),6,N5
DrHarish_Joshi,2,0,1,1,0,False,0,1,6,Facebook,6,N5
prasanna_chem,0,1,1,0,2,False,2,1,3,fllwrs,4,N5
utterlybutterly,1,1,1,1,1,False,3,3,3,Twitter for Windows Phone,4,N8
iLuckyVaibhav,4,3,2,3,2,False,6,1,3,TweetCaster for Android,7,N1
vicky20680,3,4,4,4,3,False,4,3,0,Twitter for iPad,5,N1
Rajesh_004,3,3,3,3,3,False,8,2,4,Twitter for Android,3,N0
indianeagle,3,2,4,2,2,False,5,0,5,Twitter Web Client,5,N0
nusrat_khan123,2,4,2,2,1,False,9,2,4,nusrat_khan123,4,N7
IndiaPran,4,4,3,4,4,False,3,3,0,Twitter for iPhone,3,N1
BrittnieeS13,3,2,3,3,4,False,0,0,4,iOS,5,N0
Bharatnewsindia,2,0,2,4,3,False,5,0,0,IFTTT,5,N7
arunram,3,2,4,2,4,False,4,4,5,Twitter Web Client,6,N0
shubham2266,2,3,2,2,1,False,8,2,6,Mobile Web (M2),4,N7
GamesPlayOnline,1,1,4,3,0,False,7,0,5,IFTTT,5,N1
jsshastri1,4,0,1,1,4,False,0,0,5,Twitter Web Client,8,N1
ap_kmission,3,1,3,0,0,False,2,1,6,Twitter Web Client,6,N5
sakthikumarv,1,2,1,1,2,False,3,2,3,Mobile Web (M5),5,N8
venkat572,0,1,3,3,1,False,7,2,0,TweetDeck,6,N5
Abhi_ASE,1,0,1,0,2,False,2,0,3,Facebook,5,N8
ssomvanshi,3,4,4,4,3,False,6,4,0,Twitter for Android,4,N1
manoj_sorathiya,3,3,2,2,3,False,9,1,3,Twitter for iPhone,4,N0
prithviatul,2,4,1,1,3,False,8,3,5,Twitter for Android,4,N8
GarimaRathi_,4,1,2,2,4,False,4,0,4,Twitter for Android,7,N1
samba3thy,2,1,3,3,2,False,5,1,4,Twitter for iPad,5,N7
ChukkuNews,3,0,3,4,4,False,3,0,0,dlvr.it,3,N0
Ikka_bollywood,3,2,2,3,2,False,4,4,0,Mobile Web (M5),7,N0
manouboulier,3,2,4,2,4,False,3,3,4,Twitter for iPhone,6,N0
VisvyaMedia,2,0,4,4,0,False,5,0,3,IFTTT,5,N1
Vijaykarnataka,4,0,3,3,1,False,1,0,5,cmssocialservice,5,N1
vinodkbjp,4,1,1,1,4,False,7,1,5,Twitter Web Client,6,N1
sahebsrkfan,1,2,1,1,3,False,3,2,0,Twitter for Windows Phone,5,N8
Tweet_PNB,1,1,3,3,1,False,7,2,0,TweetDeck,6,N6
techto_know,3,1,0,0,4,False,0,0,6,Facebook,5,N4
devendrapal,3,4,4,2,3,False,2,2,4,Twitter Web Client,4,N0
PujariKir,3,3,2,2,2,False,9,1,5,TweetDeck,4,N0
hamid9049,3,3,1,1,4,False,8,4,3,Twitter for Android,4,N0
rachitnagpal21,0,1,2,0,1,False,5,0,6,Twitter for iPhone,5,N5
choeku_jack,2,0,3,4,0,False,0,0,4,Google,4,N5
Chandann98,3,4,3,4,2,False,4,3,0,Mobile Web (M2),4,N0
Mr_Shubhamsingh,3,2,2,3,2,False,1,4,3,Twitter for Android,6,N0
jnsuryaprakash,2,0,3,2,3,False,6,0,4,Paper.li,6,N7
vvplsg,2,0,4,4,0,False,3,0,0,IFTTT,6,N1
ingujaratinfo,3,2,4,3,0,False,8,3,5,Scoop.it,5,N0
ladki_natkhat,4,2,3,3,4,False,5,0,3,Twitter Web Client,7,N1
arvind_now,2,1,3,1,1,False,3,2,5,Mobile Web (M5),5,N7
IqbalGrewal1,3,4,1,1,2,False,7,3,6,Twitter for iPhone,6,N0
riju_1448,0,1,3,2,0,False,6,2,0,TweetDeck,5,N5
nazrah,3,1,4,4,3,False,7,2,0,Twitter for iPhone,3,N1
poojamodi27,3,4,2,2,3,False,9,1,5,TweetDeck,4,N0
MoneyonMobileIR,3,3,2,1,4,False,6,1,6,Buffer,5,N0
ksonuin,1,3,1,2,2,False,2,0,5,Twitter for iPhone,4,N8
smilingbird7,4,2,3,1,4,False,5,0,4,Twitter Web Client,7,N1
EBDataDk,1,0,1,4,2,False,0,0,0,EBData,4,N8
vinodtiwariappu,3,4,2,3,4,False,9,4,6,Twitter for Android,4,N0
yaabot,2,1,3,2,1,False,4,1,3,Hootsuite,5,N7
sureshalate,2,0,4,3,1,False,3,0,0,IFTTT,6,N7
Rene_the_Bot,3,0,4,3,0,False,7,1,4,René the Bot,6,N0
NewsStoryIndia,4,2,3,3,0,False,0,0,3,dlvr.it,4,N1
econoclastic,2,1,2,1,2,False,5,4,4,Twitter for Android,5,N7
ilapakurthi,1,0,3,3,0,False,8,3,3,Twitter Web Client,5,N5
Shakra_Kulish,3,4,3,4,3,False,1,2,4,Twitter for Windows Phone,5,N0
AboutThWorldNow,3,2,3,4,4,False,4,3,0,Twitter Web Client,3,N0
SKRinten,3,1,1,1,3,False,8,2,5,Twitter for Windows Phone,4,N0
tushar,3,3,4,2,3,False,4,1,5,Twitter for iPhone,6,N0
RawAgentNo1,3,3,2,2,3,False,2,2,5,Twitter for iPad,5,N0
AmaranteConsult,2,2,4,1,4,False,3,0,4,Twitter for iPhone,6,N1
Thereturnedlord,4,1,2,2,2,False,0,0,0,UnFollowSpy,5,N1
shahil1123,3,4,2,2,4,False,6,2,6,Twitter for Android,4,N0
common_man88,1,3,3,4,1,False,5,0,3,IFTTT,5,N1
lifeofanomad,2,0,4,4,1,False,0,0,0,IFTTT,4,N1
_backlink_,3,0,4,2,1,False,7,1,0,BacklinkBot,6,N0
Nisha_NPU,2,1,4,3,0,False,3,0,4,WordPress.com,4,N1
y4ryash,2,1,1,3,2,False,5,4,4,Twitter for Android,5,N8
good_assurance,1,0,3,3,2,False,5,0,3,Good asurance,5,N0
thenishakohli,3,4,3,3,0,False,9,4,4,Twitter for Android,6,N0
hargup13,3,2,2,1,4,False,6,3,3,Twitter Web Client,5,N0
shail_manjrekar,3,1,3,1,4,False,4,1,5,Facebook,7,N0
mgnayak5,3,4,3,4,3,False,8,3,0,Twitter for iPad,4,N0
mowsamagri,3,3,1,1,2,False,1,2,5,Twitter for iPhone,5,N0
nikhilchopra,4,2,3,2,3,False,6,0,5,Twitter for iPhone,6,N1
spreadigital,3,2,1,0,3,False,0,0,6,Put your button on any page! ,5,N0
thakorkajal7,3,4,2,2,3,False,9,2,4,TweetDeck,4,N0
bhangale_manish,2,3,3,1,1,False,2,0,6,Tumblr,5,N7
premkideeweni,2,3,4,4,1,False,4,0,0,IFTTT,4,N1
WIOMAX_PA,3,0,4,2,3,False,7,1,0,WioAI1,6,N0
bookcomplaint,2,0,2,3,0,False,0,0,3,Google,4,N5
