screen_name,u_fol,u_fav,u_lis,u_sta,u_fri,ver,hash_freq,avg_ret,avg_fav,source,sentiment,partition
sudhans32045640,1,1,0,0,2,False,1,3,0,Twitter for Windows,4,N2
CMPFOIndia,2,0,3,2,0,True,9,2,0,Twitter for Android,5,N4
56feku,1,3,3,3,1,False,9,3,0,Mobile Web (M5),3,N4
sukalyanfouzdar,2,1,2,2,3,False,7,4,3,Twitter for iPhone,7,N4
KumarKanasu,0,2,0,0,1,False,3,3,4,Twitter for Windows Phone,5,N2
chandu1085,1,2,1,1,2,False,7,2,4,Twitter for Windows,4,N1
jeetukawde786,0,0,0,0,1,False,5,1,4,Mobile Web (M2),4,N2
JSBpune,0,0,1,1,0,False,1,0,3,Facebook,5,N2
SiddiquiTayiab,0,1,0,0,1,False,1,3,0,Twitter for Android,5,N2
nsujoy,2,0,1,1,1,False,0,0,3,Facebook,5,N1
LeahHardingAJE,3,2,3,2,3,True,2,1,5,Twitter Web Client,6,N3
ShreyashBothra,1,3,3,3,0,False,6,3,0,TweetDeck,4,N4
saabsarkaar9,2,4,3,4,0,False,9,4,3,Twitter for iPad,7,N4
NCRCorporation,4,3,4,3,4,True,4,0,6,Spredfast app,6,N0
nytimesworld,4,3,4,4,3,True,3,1,6,SocialFlow,3,N0
sudarsansand,4,4,4,2,2,True,2,2,6,Twitter for iPhone,7,N0
prasanto,4,4,4,4,4,True,9,4,5,Twitter for Android,4,N0
JAGDISHGUPTA5,3,4,2,3,4,False,8,3,0,Mobile Web (M5),4,N3
BJP4Andhra,4,2,2,2,2,True,8,2,6,Twitter for Android,5,N0
FundaVision,3,1,4,4,3,False,5,0,4,dlvr.it,5,N3
BajajHansal,2,4,2,3,1,False,9,1,4,TweetDeck,4,N4
BjpForBihar,4,0,0,1,3,False,0,0,6,Trendveer,3,N2
ScramCard,1,1,4,0,2,False,6,1,6,HubSpot,5,N2
PratyushKanth,4,2,1,1,1,True,4,4,6,Twitter for iPhone,5,N0
GangulyBitan,3,3,3,3,3,False,3,2,5,Twitter for Android,3,N3
