screen_name,u_fol,u_fav,u_lis,u_sta,u_fri,ver,hash_freq,avg_ret,avg_fav,source,sentiment,partition
Shivkum64225738,0,0,0,0,0,False,0,4,0,Mobile Web (M2),8,N4
nehajkale,0,0,0,0,1,False,1,4,0,Twitter for iPhone,8,N4
Vishal94040035,0,0,0,0,0,False,6,1,0,Mobile Web (M2),3,N4
suryanraju,1,3,1,1,3,False,8,2,4,Mobile Web (M5),3,N3
CMPFOIndia,2,0,3,2,0,True,9,2,0,Twitter for Android,5,N2
SiddiquiTayiab,0,1,0,0,1,False,1,3,0,Twitter for Android,5,N4
AnitaYa05853817,1,3,2,2,2,False,5,2,5,Twitter for Android,7,N2
LeahHardingAJE,3,2,3,2,3,True,2,1,5,Twitter Web Client,6,N1
sachinsuthar19,2,4,2,3,1,False,9,3,5,sachinsuthar19,4,N2
lalittiwari744,2,3,1,1,3,False,8,2,5,Twitter for Android,5,N2
BajajHansal,2,4,2,3,1,False,9,1,4,TweetDeck,4,N2
yourzRajesh,1,1,1,1,4,False,7,3,3,Twitter Web Client,5,N3
KotakBankLtd,4,2,4,4,4,True,0,0,3,OneDirect Suite,6,N0
mid_day,4,1,4,4,0,True,4,0,6,Hootsuite,4,N0
timmaughan,4,4,4,4,4,True,0,4,6,Twitter for iPhone,4,N0
Shanktan,4,2,3,3,3,True,3,3,6,Statusbrew,7,N0
indiacause,3,0,3,4,0,False,6,0,3,Facebook,4,N1
SadhguruJV,4,0,4,2,0,True,4,4,6,Hootsuite,6,N0
ScramCard,1,1,4,0,2,False,6,1,6,HubSpot,5,N4
shaileshraanjan,4,3,2,3,4,False,3,2,0,Twitter for iPhone,6,N2
Hari_Natham,4,2,0,3,3,False,5,1,4,Put your button on any page! ,5,N4
JAGDISHGUPTA5,3,4,2,3,4,False,8,3,0,Mobile Web (M5),4,N1
ITMassLiteracy,4,2,3,1,3,True,9,2,5,Google,5,N0
adyalwaysrocks,2,4,2,3,2,False,7,4,3,Twitter for Android,5,N2
MariaMacNamara1,3,3,4,2,4,False,2,1,5,Twitter Web Client,6,N1
PeninsulaQatar,4,1,4,4,1,True,2,0,4,Twitter Web Client,3,N0
BjpForBihar,4,0,0,1,3,False,0,0,6,Trendveer,3,N4
9U9Gcg69l7kuu4k,3,4,4,4,1,False,8,3,3,Twitter for Android,4,N1
PratyushKanth,4,2,1,1,1,True,4,4,6,Twitter for iPhone,5,N0
Studio4News,3,0,3,4,3,False,6,0,3,dlvr.it,4,N1
akshaykumar,4,1,4,2,0,True,5,4,6,Twitter for iPhone,7,N0
UIDAI,4,1,3,2,0,True,0,0,0,Germin8 App,5,N0
rahulchhawwa,4,1,1,0,4,False,3,1,6,Twitter Web Client,6,N0
KarnikaKohli,4,3,3,3,4,True,1,1,6,TweetDeck,4,N0
vedantlalwani01,3,0,4,4,4,False,9,3,0,Twitter for iPhone,6,N1
BJP4Andhra,4,2,2,2,2,True,8,2,6,Twitter for Android,5,N0
SDesai08589571,4,4,3,3,2,False,4,2,5,Twitter for Android,4,N0
giocarmon,3,3,4,3,4,False,3,0,5,Hootsuite,5,N1
richierai,3,4,4,4,3,False,3,1,4,Twitter Web Client,6,N1
Arcadier_,2,1,4,1,3,False,5,0,6,Buffer,5,N0
Pooja15insan,4,4,2,4,3,False,8,4,5,Twitter for Android,7,N0
HPSustainable,4,2,4,1,2,True,4,1,6,Sprinklr,6,N0
FreedomWorldMag,4,0,0,0,4,False,0,0,3,Twitter Web Client,4,N4
BJP4JnK,4,1,3,3,1,True,7,4,5,TweetDeck,5,N0
ahmedpatel,4,0,4,1,0,True,0,3,6,Twitter for iPhone,4,N0
MSGFansClub,4,3,1,3,0,False,9,4,6,Twitter for BlackBerry,7,N0
free_thinker,4,1,3,2,3,False,1,1,6,TweetDeck,2,N0
rjvlala,2,2,4,4,4,False,6,2,0,Twitter for iPhone,5,N0
RaisinaSeries,4,0,4,4,2,True,8,3,0,Twitter for iPhone,4,N0
MrVVIPAK,4,4,3,4,1,False,7,2,4,Twitter for Android,6,N0
ironSource,4,3,4,2,4,True,4,0,5,Oktopost,5,N0
paulosisinno,3,3,4,4,4,False,2,1,3,Twitter Web Client,4,N1
limonetik,3,1,4,2,3,False,3,0,6,Hootsuite,5,N1
dsoni7214,3,4,4,4,0,False,5,4,4,Twitter for Android,6,N1
PRupala,4,2,3,1,2,True,4,1,6,Twitter for iPhone,6,N0
Mainereport,4,0,2,3,4,False,0,0,0,dlvr.it,4,N0
ZeeMohamed_,4,4,3,3,3,True,7,4,5,Twitter Web Client,5,N0
IamRohitVadgama,4,2,1,1,0,False,3,1,6,Mobile Web (M2),7,N0
kuljeetschahal,4,3,2,1,2,True,5,4,6,Twitter for iPhone,5,N0
mygovindia,4,1,4,2,1,True,8,3,6,TweetDeck,6,N0
BnBagul,4,4,3,3,4,False,6,2,0,Twitter for iPad,4,N0
Fromroshan,2,4,4,4,2,False,1,1,3,Twitter for iPhone,5,N0
MihirkJha,3,3,4,4,3,False,9,3,5,Twitter for Android,4,N1
NewIndianXpress,4,0,4,4,3,True,4,0,6,Buffer,3,N0
MoneyMakerRsrch,4,2,3,2,1,False,2,0,4,Twitter Web Client,5,N0
CasaMagdalenaCo,3,1,4,4,4,False,1,4,0,Mobile Web (M5),4,N1
haroonsheikh786,3,4,4,4,1,False,8,1,4,Twitter for Android,6,N1
PrakashJavdekar,4,2,4,2,2,True,7,2,6,Twitter for iPhone,7,N0
MumbaiRR,4,0,3,3,4,False,0,0,4,MumbaiRR,5,N0
KishoreKar,4,4,3,3,4,True,9,4,5,Twitter for Android,4,N0
vinodkbjp,4,1,1,1,4,False,7,1,5,Twitter Web Client,6,N0
ChitraSarwara,4,1,1,0,0,False,5,3,6,Twitter for Android,5,N4
rsprasad,4,3,4,2,3,True,9,3,6,Hootsuite,6,N0
LabourMinistry,4,0,3,1,1,True,3,1,6,Twitter Web Client,5,N0
Marie____Taylor,3,0,4,4,2,False,5,0,3,dlvr.it,5,N1
indigokores,3,4,4,4,3,False,7,2,0,Twitter for iPhone,4,N1
nytimesworld,4,3,4,4,3,True,3,1,6,SocialFlow,3,N0
cancimmuno,4,3,2,3,4,False,4,2,5,Twitter Web Client,4,N0
Udit_Eco,3,2,4,4,2,False,5,0,4,IFTTT,5,N1
Mamtainsan02,4,4,2,4,0,False,9,4,0,Twitter for iPhone,6,N0
sudarsansand,4,4,4,2,2,True,2,2,6,Twitter for iPhone,7,N0
imdeepak1143,4,2,3,3,4,False,4,1,4,Put your button on any page! ,6,N0
ITwingDSS,4,2,3,2,0,False,8,4,6,Twitter for Android,7,N0
Analyticsindiam,4,1,4,1,1,False,0,0,5,Sprout Social,6,N0
TheGungunSharma,4,1,1,0,0,False,8,4,6,Twitter for Android,5,N4
acchandramouli,4,3,3,3,4,False,6,3,3,Twitter for Android,4,N0
Dattatreya,4,1,3,1,1,True,5,1,6,Twitter Web Client,5,N0
bhavijay_jethva,3,3,4,4,3,False,1,0,5,Facebook,5,N1
absrkr,3,4,4,4,3,False,7,2,3,Twitter Web Client,4,N1
arunjaitley,4,0,4,1,2,True,1,3,6,Twitter for iPhone,6,N0
NewsNationTV,4,2,4,4,3,True,3,0,5,TweetDeck,4,N0
kmgupta_india,3,3,4,4,4,False,4,1,0,Mobile Web (M2),5,N1
neetuarora94,4,4,2,4,0,False,9,3,0,Twitter for iPhone,6,N0
SanjayBragta,4,1,3,2,2,True,7,1,6,Twitter for iPhone,4,N0
amritnidhi,3,4,4,3,4,False,4,1,4,Twitter for Android,4,N1
mansukhmandviya,4,2,3,2,2,True,8,4,6,Twitter for iPhone,5,N0
TNT_Magazine,4,0,4,3,1,False,2,0,3,IFTTT,4,N0
gouravgarg77,4,4,2,4,1,False,9,4,6,Twitter for Android,7,N0
INCVolunteers,4,1,3,3,4,False,6,2,0,TweetDeck,5,N0
mpvadodara,4,3,3,2,0,True,0,1,6,Twitter for Android,5,N0
FundaVision,3,1,4,4,3,False,5,0,4,dlvr.it,5,N1
mitulmakadia,3,2,4,2,3,False,7,3,6,Statusbrew,6,N1
rssorg_,4,0,1,1,3,False,0,0,6,TweetRandom Series,4,N0
vccircle,4,2,4,4,2,True,3,0,5,Hootsuite,5,N0
Srianuragh,3,4,4,4,4,False,8,2,3,Twitter Web Client,4,N1
Mrs_Modi,4,3,2,3,4,False,5,2,5,Twitter for iPhone,6,N0
aniljaindr,4,1,3,1,2,True,9,3,6,Twitter for iPhone,5,N0
harimakwan,3,4,4,4,4,False,1,1,0,UnFollowSpy,5,N0
jayantsinha,4,2,4,2,2,True,3,1,6,Hootsuite,6,N0
TheCitizen_in,4,3,4,3,1,True,7,0,5,Twitter Web Client,4,N0
dharmvirjangra9,4,4,2,3,4,False,4,4,0,Twitter for Android,4,N0
pallarajasekhar,4,0,3,3,4,False,6,4,3,Twitter Web Client,4,N0
ElectrifyingWWE,4,1,3,4,3,False,4,1,0,Twitter for Android,8,N0
Kunthavi5,2,4,4,4,1,False,6,1,5,Twitter for iPhone,5,N0
hdkansara,3,1,4,2,4,False,7,0,6,Statusbrew,6,N1
TheReel_in,4,0,3,2,0,False,0,0,6,Buffer,5,N0
laluprasadrjd,4,2,4,1,0,True,5,3,6,Twitter for Android,4,N0
swaratmika,3,0,4,4,3,False,3,2,3,Twitter for iPhone,5,N1
Satyapriyan,4,2,3,4,1,False,2,0,5,TweetDeck,6,N0
SirPareshRawal,4,1,4,1,2,True,2,3,6,Twitter for iPhone,6,N0
aryaraghvendr,4,3,1,3,4,False,9,0,5,Facebook,5,N0
ARKblockchain,3,3,4,1,2,False,8,1,6,Twitter Web Client,6,N1
IndiaTodayTech,4,0,4,2,0,True,0,1,6,Hootsuite,4,N0
HonestWordsOnly,3,4,4,4,3,False,5,2,4,Twitter for Android,4,N1
Bechara_General,4,2,3,3,4,False,1,1,0,Mobile Web (M2),4,N0
Mishra__Mukesh,4,4,3,3,1,False,7,4,4,Twitter for Android,5,N0
Vote_4_Sickular,3,4,4,4,3,False,6,4,0,Twitter Web Client,4,N1
rajumahalingam,4,1,2,0,1,False,3,3,6,Twitter for iPhone,6,N0
BharatBoghani,4,4,3,2,4,False,0,4,3,Twitter for Windows Phone,5,N0
MumbaiMirror,4,1,4,2,2,True,5,0,6,Buffer,5,N0
MagicbricksNow,4,0,4,3,1,True,4,0,5,Twitter Web Client,5,N0
miss_mahak,4,2,3,4,4,False,4,0,6,TweetDeck,7,N0
SitaramYechury,4,1,4,1,0,True,5,3,6,Twitter for iPhone,4,N0
Abdulsaleemgad,3,3,4,4,3,False,8,3,5,Twitter for Android,4,N1
DS_Khimsar,4,2,1,1,2,False,9,0,6,Twitter for iPhone,5,N0
PonnaarrBJP,4,3,4,2,3,True,2,1,6,Twitter for iPad,5,N0
retheeshraj10,3,4,4,4,4,False,8,2,3,Twitter for Android,4,N1
Rao_Krishna,4,2,3,3,4,False,0,1,4,Twitter Web Client,6,N0
ParagBarot1,4,4,3,3,3,False,1,4,5,Twitter for Android,6,N0
lethalw2010,3,3,4,4,4,False,9,4,0,Twitter Web Client,4,N1
RuPay_npci,4,1,2,1,1,False,6,1,6,Twitter Web Client,5,N0
IndiaPran,4,4,3,4,4,False,3,3,0,Twitter for iPhone,3,N0
NITIAayog,4,1,4,2,2,True,5,1,6,Twitter for iPhone,6,N0
PrLondonUk,4,0,4,3,1,False,5,0,3,SocialCloudSuite,5,N0
SBICard_Connect,4,2,4,4,4,True,0,0,0,Oracle Engage,6,N0
WeUttarPradesh,4,1,3,3,0,True,2,0,6,Twitter Web Client,5,N0
Chandra_bhs,3,4,4,4,3,False,4,3,3,Twitter for Android,4,N1
elasan89,4,3,1,3,2,False,3,2,6,Twitter for Android,4,N0
Junaid_Mattu,4,2,3,2,2,True,0,0,6,Twitter for iPhone,5,N0
kailashwg,4,3,4,4,3,False,9,2,5,Twitter for iPad,4,N0
restodehistoria,3,2,4,4,4,False,8,0,0,IFTTT,5,N1
singharjun9,4,4,3,4,3,False,1,1,4,Twitter for Android,6,N0
riverracket,3,4,4,4,4,False,2,4,5,Twitter Web Client,5,N1
NH_India,4,0,3,1,1,False,4,1,6,TweetDeck,5,N0
Sultankasher,4,3,2,2,4,False,3,1,6,Twitter for iPhone,7,N0
rameshsrivats,4,0,4,3,2,True,6,3,6,Twitter Web Client,6,N0
rssurjewala,4,0,4,1,1,True,5,3,6,Twitter for iPhone,4,N0
imtanujparashar,3,1,4,4,4,False,3,4,0,Mobile Web (M5),5,N1
ICFJ,4,2,4,3,4,True,2,0,6,Buffer,6,N0
Nationalistweet,3,4,4,4,3,False,0,0,3,Twitter Web Client,4,N1
HindustaniTweet,4,3,3,3,2,False,3,3,5,Twitter for Android,4,N0
AgriGoI,4,1,4,1,2,True,6,2,6,Twitter for Android,5,N0
Yugvani,4,2,3,4,3,False,4,0,4,dlvr.it,4,N0
GoI_MeitY,4,1,4,2,3,True,9,1,0,Twitter Web Client,5,N0
ashuyadav954,4,4,3,4,2,False,9,2,5,Twitter for iPhone,6,N0
SajidCKP,3,4,4,4,4,False,5,1,3,Twitter for Android,4,N0
TheBhojpuri,4,0,3,4,0,False,5,0,4,Hootsuite,5,N0
kajal_jaihind,4,2,2,2,1,False,9,1,6,Twitter for iPhone,5,N0
HPCL,4,3,4,3,4,True,4,1,6,TweetDeck,6,N0
KapoorMaahi,4,3,2,3,1,False,1,3,6,Twitter for iPhone,4,N0
narendramodi,4,0,4,3,4,True,8,4,6,Twitter Web Client,6,N0
sffed,4,2,4,2,4,True,3,0,6,Buffer,6,N0
lalashwa,2,4,4,4,3,False,0,1,5,Twitter Web Client,5,N0
skjain_05,4,3,3,4,1,False,7,3,4,Twitter for Android,4,N0
TOIStartups,4,1,4,1,2,True,6,0,6,Twitter for iPhone,4,N0
MANOTOSHHALDER2,4,4,3,4,4,False,6,2,0,Twitter for Android,7,N0
mumbaiphoto,4,2,4,2,3,False,3,3,3,Twitter for Windows Phone,5,N0
godavar,3,4,4,4,3,False,4,0,5,Twitter for Android,6,N1
timane,3,4,4,3,3,False,6,1,5,Twitter Web Client,5,N1
GSTV_NEWS,4,0,3,4,0,False,5,0,5,dlvr.it,5,N0
sabrangindia,4,0,3,2,2,False,0,1,6,Twitter Web Client,3,N0
BJP4Maharashtra,4,0,4,3,2,True,9,4,6,TweetDeck,5,N0
JumlaWala,4,2,3,3,4,False,5,2,0,Twitter for iPhone,4,N0
KirenRijiju,4,3,4,1,2,True,1,4,6,Twitter for Android,6,N0
NCRCorporation,4,3,4,3,4,True,4,0,6,Spredfast app,6,N0
PFCD_India,3,1,4,2,4,False,2,0,6,Twitter Web Client,4,N1
RoshanSdrprop,4,4,3,4,4,False,8,3,4,Mobile Web (M5),5,N0
TOIIndiaNews,4,0,4,4,0,True,0,1,6,cmssocialservice,4,N0
iManishAgarwal,4,2,3,4,2,False,7,3,0,Twitter for iPhone,4,N0
NPCI_IMPS,4,1,2,1,1,False,3,0,6,Twitter Web Client,5,N0
SRKfanforeverr,4,4,3,4,3,False,3,3,3,Twitter for iPhone,6,N0
gmartin,3,2,4,4,3,False,1,1,6,Twitter for Android,4,N0
SStavrinoudakis,4,3,4,3,4,False,6,0,5,Post with Klout,3,N0
vipinz1,4,4,3,2,3,False,5,4,5,Twitter for Android,5,N0
MinOfPower,4,0,4,1,0,True,0,1,6,Twitter Web Client,5,N0
apcpim,4,4,3,3,1,False,7,2,4,Twitter Web Client,5,N0
dr_maheshsharma,4,3,4,2,3,True,9,4,6,Twitter for Android,6,N0
amitabhk87,4,3,4,3,3,True,4,2,6,Twitter for iPhone,6,N0
AllanFree3,3,4,4,4,4,False,3,0,5,Twitter Web Client,4,N1
TheRealVK09,4,1,3,3,4,False,4,1,0,TweetCaster for Android,5,N0
ndtv,4,0,4,4,0,True,5,1,6,TweetDeck,4,N0
NorthEast8India,4,2,3,4,4,False,0,0,4,dlvr.it,4,N0
AmitShah,4,1,4,2,2,True,4,3,6,Twitter for Android,5,N0
ranjeetshah0786,4,2,2,1,4,False,3,0,6,Google,5,N0
2401saurav,4,3,3,4,2,False,8,2,3,Twitter for Android,4,N0
johnnyreb1864,4,4,4,4,4,False,1,3,0,Twitter for iPad,3,N0
ankupande,4,1,2,2,3,False,6,4,6,Twitter for iPhone,5,N0
AAPforINDIA,4,0,4,3,1,False,8,1,5,TweetDeck,4,N0
AadarshBalak,4,0,3,4,3,False,7,1,3,Twitter Web Client,6,N0
arunpudur,4,2,4,2,1,True,7,4,6,Twitter for Android,5,N0
KPMGIndia,4,3,4,3,2,True,5,0,6,Twitter Web Client,6,N0
sachi_gkp,3,3,4,4,4,False,5,0,5,Twitter for iPhone,5,N1
khatragirl,4,4,3,3,3,False,0,2,0,Twitter Web Client,4,N0
CrazyRoyalKing,3,4,4,4,2,False,4,1,6,Twitter for Android,6,N0
Abhishek_Mshra,4,0,3,4,3,True,9,1,6,Twitter for iPhone,4,N0
cis_india,4,1,4,2,0,False,3,0,5,TweetDeck,5,N0
_taarangana,4,2,1,1,4,False,4,1,6,Twitter for Android,6,N0
MeShiveshPandey,4,4,3,4,4,False,5,3,4,Mobile Web (M5),5,N0
raaisaab,4,4,4,3,4,False,2,3,0,Twitter Web Client,8,N0
manojsinhabjp,4,2,4,2,1,True,3,3,6,Twitter for Android,4,N0
