screen_name,u_fol,u_fav,u_lis,u_sta,u_fri,ver,hash_freq,avg_ret,avg_fav,source,sentiment,partition
SecureKrish,0,0,0,0,0,False,1,0,4,Twitter for iPhone,3,N7
Vishal94040035,0,0,0,0,0,False,6,1,0,Mobile Web (M2),3,N7
Rahulsingh_sudh,0,0,0,0,0,False,0,0,3,Facebook,6,N7
bookcomplaint,2,0,2,3,0,False,0,0,3,Google,4,N1
ritakim1265,0,0,0,0,0,False,2,2,5,Twitter Web Client,5,N7
Ajayksha,2,4,2,2,2,False,9,2,5,TweetDeck,4,N1
TanmayNPatel,4,3,2,2,4,False,8,4,0,Twitter Web Client,7,N2
pinakinariwala,2,1,4,2,1,False,7,0,6,Statusbrew,6,N1
hackdeal96,4,0,2,1,4,False,0,0,4,IFTTT,6,N2
RaviGoyall,1,0,0,0,4,False,0,0,4,Facebook,4,N7
probeNSEL,1,2,3,3,1,False,5,1,0,Mobile Web (M5),2,N9
satish_angadi12,1,3,1,1,2,False,4,3,6,Twitter for iPhone,5,N0
IMSHREESHAIL,0,2,1,1,2,False,3,4,3,Twitter for Android,3,N0
rams95963,1,1,0,1,3,False,1,3,4,Mobile Web (M5),3,N7
sachdevasonam27,2,2,1,3,1,False,9,4,3,Twitter for Android,8,N0
riju_1448,0,1,3,2,0,False,6,2,0,TweetDeck,5,N6
11Kruti,2,4,2,2,1,False,9,3,5,TweetDeck,4,N1
Gurwinder77777,2,3,0,3,0,False,8,4,0,Twitter Web Client,7,N7
Chinnu538,3,0,1,2,0,False,6,2,6,Twitter Web Client,6,N10
Digital_adsLtd,2,3,2,0,2,False,1,1,3,Twitter for iPhone,6,N7
asian_reporter,1,0,2,2,3,False,5,0,3,Paper.li,4,N1
sobuluv,4,0,2,1,4,False,6,1,0,Twitter for Android,7,N2
tamil_vijaybro,1,3,1,0,3,False,4,0,6,Twitter for iPhone,5,N7
chandu1085,1,2,1,1,2,False,7,2,4,Twitter for Windows,4,N0
viswan9,0,1,1,1,1,False,0,0,4,Twitter for iPad,5,N0
princerai62,2,2,0,1,4,False,3,4,5,Twitter for Android,6,N7
prasanna_chem,0,1,1,0,2,False,2,1,3,fllwrs,4,N7
RajkBhandari13,0,1,2,2,1,False,8,3,0,Twitter Web Client,3,N1
DassCharn,2,3,0,3,1,False,8,4,0,Twitter Web Client,7,N7
sparsh92920074,3,2,0,2,0,False,9,4,4,Twitter for Android,6,N7
coolguysmiling,2,3,2,3,1,False,7,2,5,Twitter for Windows,5,N1
slideme_news,0,0,2,2,0,False,0,0,3,dlvr.it,6,N7
aposhatwar,1,2,3,1,2,False,4,1,0,Twitter for Android,7,N0
HZADVIESGROEP,1,0,1,0,3,False,1,0,0,Advieskeuze.nl,5,N7
rajeshdilliwale,1,3,2,2,2,False,9,2,6,TweetDeck,4,N1
dubeyyjd,2,0,1,1,4,False,5,3,3,Twitter for iPhone,5,N0
RajeevBanduni,2,1,4,1,3,False,6,4,3,Twitter for iPhone,6,N0
TNBJPITCELL,3,2,1,0,0,False,3,3,6,Twitter for Android,5,N7
Siddhu381,1,4,1,1,2,False,0,1,5,Twitter Web Client,4,N0
MoinHeera,0,1,1,2,1,False,1,4,0,Twitter for Windows,3,N0
Gurlalsinghins4,0,1,0,2,1,False,9,4,4,Twitter for Android,7,N7
shubham2266,2,3,2,2,1,False,8,2,6,Mobile Web (M2),4,N1
